Timestamp,PM2.5_Fidas200,LCS3,PM2.5_BAM1020,LCS4
4/18/2020 6:00,7.36,6.012333333,1,5.132962963
4/18/2020 7:00,7.993333333,6.504,3,5.359333333
4/18/2020 8:00,8.865,7.639333333,7,4.085357143
4/18/2020 9:00,9.068333333,9.032,2,3.536071429
4/18/2020 10:00,10.48166667,11.256,0,3.363333333
4/18/2020 11:00,11.00833333,14.739,5,3.673333333
4/18/2020 12:00,10.06833333,16.83133333,4,3.086785714
4/18/2020 13:00,8.328333333,13.61233333,3,4.274666667
4/18/2020 14:00,8.459322034,11.92266667,9,4.176785714
4/18/2020 15:00,7.14,9.04,9,4.341428571
4/18/2020 16:00,7.51,9.213,7,3.750333333
4/18/2020 17:00,6.578333333,6.528,4,5.887857143
4/18/2020 18:00,6.741666667,6.930333333,4,9.36
4/18/2020 19:00,7.986666667,8.045,7,13.63892857
4/18/2020 20:00,7.176666667,5.558333333,8,18.12689655
4/18/2020 21:00,8.551666667,8.084666667,14,17.24964286
4/18/2020 22:00,12.08833333,18.154,9,14.23037037
4/18/2020 23:00,17.37333333,30.075,15,13.37142857
4/19/2020 0:00,19.15833333,31.919,14,12.76740741
4/19/2020 1:00,18.2,30.778,11,12.73068966
4/19/2020 2:00,19.25166667,32.93666667,8,10.01384615
4/19/2020 3:00,19.55666667,33.00233333,6,7.643103448
4/19/2020 4:00,16.94166667,27.81233333,6,5.503214286
4/19/2020 5:00,11.97833333,18.06033333,5,4.584827586
4/19/2020 6:00,7.175,8.877333333,5,4.025862069
4/19/2020 7:00,4.813333333,4.958,3,3.647407407
4/19/2020 8:00,4.836666667,4.914,5,6.439
4/19/2020 9:00,4.94,5.459666667,5,6.991071429
4/19/2020 10:00,4.246666667,4.059666667,7,6.8875
4/19/2020 11:00,6.163333333,6.089333333,6,3.813793103
4/19/2020 12:00,6.455,5.484666667,7,2.655
4/19/2020 13:00,6.926666667,5.616666667,5,2.7425
4/19/2020 14:00,4.601666667,2.703666667,4,2.586428571
4/19/2020 15:00,3.768333333,1.734,5,2.626896552
4/19/2020 16:00,4.051666667,2.062666667,3,3.586206897
4/19/2020 17:00,3.956666667,2.123,2,2.980666667
4/19/2020 18:00,5.31,3.892666667,6,6.863928571
4/19/2020 19:00,5.135,3.816,7,5.142068966
4/19/2020 20:00,4.495,2.647,6,7.962592593
4/19/2020 21:00,6.385,5.207,7,4.991666667
4/19/2020 22:00,8.143333333,6.815333333,6,5.071428571
